season,week,roster_id,manager,team_name,points,opponent_roster_id,opponent_manager,opponent_points,result,is_playoff
2024,10,10,cc5597,The Problems,113.05,7,KingTowsk,137.63,L,False
2024,11,1,bgreenblatt,Love Thy Nabers,164.97,6,JSanDusky69,175.19,L,False
2024,11,2,Erjohnson14,Johnson’s Lil Johnson,149.63,3,MaxSirianni,150.01,L,False
2024,11,3,MaxSirianni,Joeybagofdonuts2.0,150.01,2,Erjohnson14,149.63,W,False
2024,11,4,jdrobny,Stick in the Mud,174.65,10,cc5597,139.34,W,False
2024,11,5,kaufmannc,Clownin’ Around,186.11,9,brockhusk,102.91,W,False
2024,11,6,JSanDusky69,Respect Your Elders,175.19,1,bgreenblatt,164.97,W,False
2024,11,7,KingTowsk,Leeroy Jenkins,129.27,8,TylerWicks,157.26,L,False
2024,11,8,TylerWicks,Dont stop Bo-lievin’,157.26,7,KingTowsk,129.27,W,False
2024,11,9,brockhusk,Brauk Tua Spit On That,102.91,5,kaufmannc,186.11,L,False
2024,11,10,cc5597,The Problems,139.34,4,jdrobny,174.65,L,False
2024,12,1,bgreenblatt,Love Thy Nabers,137.66,3,MaxSirianni,123.29,W,False
2024,12,2,Erjohnson14,Johnson’s Lil Johnson,178.96,6,JSanDusky69,125.94,W,False
