season,week,roster_id,manager,team_name,points,opponent_roster_id,opponent_manager,opponent_points,result,is_playoff
2022,7,4,jdrobny,Rather Be Lucky Than Good,123.89,3,MaxSirianni,122.19,W,False
2022,7,5,kaufmannc,Mar-a-lago Raiders ,124.87,1,bgreenblatt,160.95,L,False
2022,7,6,JSanDusky69,2 Girls 0 Kupps,118.2,8,TylerWicks,107.36,W,False
2022,7,7,KingTowsk,Leeroy Jenkins,134.93,9,brockhusk,130.15,W,False
2022,7,8,TylerWicks,Sick of Gesicki,107.36,6,JSanDusky69,118.2,L,False
2022,7,9,brockhusk,Super Flex Offenders ,130.15,7,KingTowsk,134.93,L,False
2022,7,10,cc5597,The Bengalphin Boys,172.17,2,Erjohnson14,135.51,W,False
2022,8,1,bgreenblatt,Taylor Park Boys,128.69,10,cc5597,162.08,L,False
2022,8,2,Erjohnson14,Dairy Sanders,176.14,4,jdrobny,101.99,W,False
2022,8,3,MaxSirianni,Tucker right in the pu$$y,155.41,6,JSanDusky69,183.07,L,False
2022,8,4,jdrobny,Rather Be Lucky Than Good,101.99,2,Erjohnson14,176.14,L,False
2022,8,5,kaufmannc,Mar-a-lago Raiders ,214.72,7,KingTowsk,118.18,W,False
2022,8,6,JSanDusky69,2 Girls 0 Kupps,183.07,3,MaxSirianni,155.41,W,False
2022,8,7,KingTowsk,Leeroy Jenkins,118.18,5,kaufmannc,214.72,L,False
2022,8,8,TylerWicks,Sick of Gesicki,164.44,9,brockhusk,137.24,W,False
2022,8,9,brockhusk,Super Flex Offenders ,137.24,8,TylerWicks,164.44,L,False
2022,8,10,cc5597,The Bengalphin Boys,162.08,1,bgreenblatt,128.69,W,False
2022,9,1,bgreenblatt,Taylor Park Boys,124.97,4,jdrobny,166.22,L,False
2022,9,2,Erjohnson14,Dairy Sanders,152.34,7,KingTowsk,129.57,W,False
2022,9,3,MaxSirianni,Tucker right in the pu$$y,131.16,9,brockhusk,111.7,W,False
2022,9,4,jdrobny,Rather Be Lucky Than Good,166.22,1,bgreenblatt,124.97,W,False
2022,9,5,kaufmannc,Mar-a-lago Raiders ,117.03,6,JSanDusky69,156.38,L,False
2022,9,6,JSanDusky69,2 Girls 0 Kupps,156.38,5,kaufmannc,117.03,W,False
2022,9,7,KingTowsk,Leeroy Jenkins,129.57,2,Erjohnson14,152.34,L,False
2022,9,8,TylerWicks,Sick of Gesicki,106.98,10,cc5597,174.27,L,False
2022,9,9,brockhusk,Super Flex Offenders ,111.7,3,MaxSirianni,131.16,L,False
2022,9,10,cc5597,The Bengalphin Boys,174.27,8,TylerWicks,106.98,W,False
2022,10,1,bgreenblatt,Taylor Park Boys,148.59,7,KingTowsk,142.55,W,False
2022,10,2,Erjohnson14,Dairy Sanders,100.86,5,kaufmannc,116.04,L,False
2022,10,3,MaxSirianni,Tucker right in the pu$$y,156.97,8,TylerWicks,139.92,W,False
2022,10,4,jdrobny,Rather Be Lucky Than Good,158.12,10,cc5597,100.33,W,False
2022,10,5,kaufmannc,Mar-a-lago Raiders ,116.04,2,Erjohnson14,100.86,W,False
2022,10,6,JSanDusky69,2 Girls 0 Kupps,94.5,9,brockhusk,190.29,L,False
2022,10,7,KingTowsk,Leeroy Jenkins,142.55,1,bgreenblatt,148.59,L,False
2022,10,8,TylerWicks,Sick of Gesicki,139.92,3,MaxSirianni,156.97,L,False
2022,10,9,brockhusk,Super Flex Offenders ,190.29,6,JSanDusky69,94.5,W,False
2022,10,10,cc5597,The Bengalphin Boys,100.33,4,jdrobny,158.12,L,False
2022,11,1,bgreenblatt,Taylor Park Boys,161.45,8,TylerWicks,133.39,W,False
2022,11,2,Erjohnson14,Dairy Sanders,138.96,6,JSanDusky69,78.71,W,False
2022,11,3,MaxSirianni,Tucker right in the pu$$y,134.34,7,KingTowsk,165.78,L,False
2022,11,4,jdrobny,Rather Be Lucky Than Good,124.52,9,brockhusk,105.81,W,False
2022,11,5,kaufmannc,Mar-a-lago Raiders ,139.77,10,cc5597,183.14,L,False
2022,11,6,JSanDusky69,2 Girls 0 Kupps,78.71,2,Erjohnson14,138.96,L,False
2022,11,7,KingTowsk,Leeroy Jenkins,165.78,3,MaxSirianni,134.34,W,False
2022,11,8,TylerWicks,Sick of Gesicki,133.39,1,bgreenblatt,161.45,L,False
2022,11,9,brockhusk,Super Flex Offenders ,105.81,4,jdrobny,124.52,L,False
2022,11,10,cc5597,The Bengalphin Boys,183.14,5,kaufmannc,139.77,W,False
2022,12,1,bgreenblatt,Taylor Park Boys,138.03,3,MaxSirianni,154.21,L,False
2022,12,2,Erjohnson14,Dairy Sanders,94.19,9,brockhusk,144.09,L,False
2022,12,3,MaxSirianni,Tucker right in the pu$$y,154.21,1,bgreenblatt,138.03,W,False
2022,12,4,jdrobny,Rather Be Lucky Than Good,160.94,5,kaufmannc,102.75,W,False
2022,12,5,kaufmannc,Mar-a-lago Raiders ,102.75,4,jdrobny,160.94,L,False
2022,12,6,JSanDusky69,2 Girls 0 Kupps,141.3,10,cc5597,144.39,L,False
2022,12,7,KingTowsk,Leeroy Jenkins,179.89,8,TylerWicks,132.04,W,False
2022,12,8,TylerWicks,Sick of Gesicki,132.04,7,KingTowsk,179.89,L,False
2022,12,9,brockhusk,Super Flex Offenders ,144.09,2,Erjohnson14,94.19,W,False
2022,12,10,cc5597,The Bengalphin Boys,144.39,6,JSanDusky69,141.3,W,False
2022,13,1,bgreenblatt,Taylor Park Boys,148.7,9,brockhusk,151.26,L,False
2022,13,2,Erjohnson14,Dairy Sanders,133.29,8,TylerWicks,196.75,L,False
2022,13,3,MaxSirianni,Tucker right in the pu$$y,102.2,5,kaufmannc,114.95,L,False
2022,13,4,jdrobny,Rather Be Lucky Than Good,132.06,6,JSanDusky69,85.99,W,False
2022,13,5,kaufmannc,Mar-a-lago Raiders ,114.95,3,MaxSirianni,102.2,W,False
2022,13,6,JSanDusky69,2 Girls 0 Kupps,85.99,4,jdrobny,132.06,L,False
2022,13,7,KingTowsk,Leeroy Jenkins,183.8,10,cc5597,150.74,W,False
2022,13,8,TylerWicks,Sick of Gesicki,196.75,2,Erjohnson14,133.29,W,False
2022,13,9,brockhusk,Super Flex Offenders ,151.26,1,bgreenblatt,148.7,W,False
2022,13,10,cc5597,The Bengalphin Boys,150.74,7,KingTowsk,183.8,L,False
2022,14,1,bgreenblatt,Taylor Park Boys,99.69,6,JSanDusky69,152.46,L,False
2022,14,2,Erjohnson14,Dairy Sanders,161.94,3,MaxSirianni,119.2,W,False
2022,14,3,MaxSirianni,Tucker right in the pu$$y,119.2,2,Erjohnson14,161.94,L,False
2022,14,4,jdrobny,Rather Be Lucky Than Good,112.18,7,KingTowsk,109.49,W,False
2022,14,5,kaufmannc,Mar-a-lago Raiders ,124.16,8,TylerWicks,136.56,L,False
2022,14,6,JSanDusky69,2 Girls 0 Kupps,152.46,1,bgreenblatt,99.69,W,False
2022,14,7,KingTowsk,Leeroy Jenkins,109.49,4,jdrobny,112.18,L,False
2022,14,8,TylerWicks,Sick of Gesicki,136.56,5,kaufmannc,124.16,W,False
2022,14,9,brockhusk,Super Flex Offenders ,151.42,10,cc5597,125.22,W,False
2022,14,10,cc5597,The Bengalphin Boys,125.22,9,brockhusk,151.42,L,False
2022,15,1,bgreenblatt,Taylor Park Boys,153.25,9,brockhusk,141.98,W,True
2022,15,2,Erjohnson14,Dairy Sanders,139.19,7,KingTowsk,161.08,L,True
2022,15,3,MaxSirianni,Tucker right in the pu$$y,140.95,6,JSanDusky69,160.11,L,True
2022,15,5,kaufmannc,Mar-a-lago Raiders ,146.23,8,TylerWicks,131.96,W,True
2022,15,6,JSanDusky69,2 Girls 0 Kupps,160.11,3,MaxSirianni,140.95,W,True
2022,15,7,KingTowsk,Leeroy Jenkins,161.08,2,Erjohnson14,139.19,W,True
2022,15,8,TylerWicks,Sick of Gesicki,131.96,5,kaufmannc,146.23,L,True
2022,15,9,brockhusk,Super Flex Offenders ,141.98,1,bgreenblatt,153.25,L,True
2022,16,1,bgreenblatt,Taylor Park Boys,116.42,4,jdrobny,122.06,L,True
2022,16,2,Erjohnson14,Dairy Sanders,106.56,9,brockhusk,131.76,L,True
2022,16,3,MaxSirianni,Tucker right in the pu$$y,175.41,8,TylerWicks,110.7,W,True
2022,16,4,jdrobny,Rather Be Lucky Than Good,122.06,1,bgreenblatt,116.42,W,True
2022,16,5,kaufmannc,Mar-a-lago Raiders ,150.56,6,JSanDusky69,124.7,W,True
2022,16,6,JSanDusky69,2 Girls 0 Kupps,124.7,5,kaufmannc,150.56,L,True
2022,16,7,KingTowsk,Leeroy Jenkins,144.13,10,cc5597,192.73,L,True
2022,16,8,TylerWicks,Sick of Gesicki,110.7,3,MaxSirianni,175.41,L,True
2022,16,9,brockhusk,Super Flex Offenders ,131.76,2,Erjohnson14,106.56,W,True
2022,16,10,cc5597,The Bengalphin Boys,192.73,7,KingTowsk,144.13,W,True
2022,17,1,bgreenblatt,Taylor Park Boys,133.24,7,KingTowsk,145.73,L,True
2022,17,4,jdrobny,Rather Be Lucky Than Good,122.78,10,cc5597,119.01,W,True
2022,17,7,KingTowsk,Leeroy Jenkins,145.73,1,bgreenblatt,133.24,W,True
2022,17,10,cc5597,The Bengalphin Boys,119.01,4,jdrobny,122.78,L,True
