season,week,roster_id,manager,team_name,points,opponent_roster_id,opponent_manager,opponent_points,result,is_playoff
2023,1,1,bgreenblatt,Taylor Park Boys,107.63,4,jdrobny,137.67,L,False
2023,1,2,Erjohnson14,Johnson’s Lil Johnson,146.53,5,kaufmannc,143.02,W,False
2023,1,3,MaxSirianni,I hate Joe Burrow,106.03,7,KingTowsk,112.16,L,False
2023,1,4,jdrobny,B2B,137.67,1,bgreenblatt,107.63,W,False
2023,1,5,kaufmannc,London Has Fallen,143.02,2,Erjohnson14,146.53,L,False
2023,1,6,JSanDusky69,Tua Girls One Kupp,123.95,10,cc5597,124.83,L,False
2023,1,7,KingTowsk,Leeroy Jenkins,112.16,3,MaxSirianni,106.03,W,False
2023,1,8,TylerWicks,Christian Mingle,144.03,9,brockhusk,114.31,W,False
2023,1,9,brockhusk,Toss My Saleh’d,114.31,8,TylerWicks,144.03,L,False
2023,1,10,cc5597,Bill Ninerkingz,124.83,6,JSanDusky69,123.95,W,False
2023,2,1,bgreenblatt,Taylor Park Boys,126.38,6,JSanDusky69,120.04,W,False
2023,2,2,Erjohnson14,Johnson’s Lil Johnson,170.59,8,TylerWicks,110.22,W,False
2023,2,3,MaxSirianni,I hate Joe Burrow,105.35,4,jdrobny,166.77,L,False
2023,2,4,jdrobny,B2B,166.77,3,MaxSirianni,105.35,W,False
2023,2,5,kaufmannc,London Has Fallen,142.94,9,brockhusk,149.01,L,False
2023,2,6,JSanDusky69,Tua Girls One Kupp,120.04,1,bgreenblatt,126.38,L,False
2023,2,7,KingTowsk,Leeroy Jenkins,147.18,10,cc5597,96.47,W,False
2023,2,8,TylerWicks,Christian Mingle,110.22,2,Erjohnson14,170.59,L,False
2023,2,9,brockhusk,Toss My Saleh’d,149.01,5,kaufmannc,142.94,W,False
2023,2,10,cc5597,Bill Ninerkingz,96.47,7,KingTowsk,147.18,L,False
2023,3,1,bgreenblatt,Taylor Park Boys,120.98,7,KingTowsk,187.73,L,False
2023,3,2,Erjohnson14,Johnson’s Lil Johnson,114.32,9,brockhusk,130.58,L,False
2023,3,3,MaxSirianni,I hate Joe Burrow,185.52,10,cc5597,158.23,W,False
2023,3,4,jdrobny,B2B,167.97,6,JSanDusky69,136.07,W,False
2023,3,5,kaufmannc,London Has Fallen,139.58,8,TylerWicks,170.53,L,False
2023,3,6,JSanDusky69,Tua Girls One Kupp,136.07,4,jdrobny,167.97,L,False
2023,3,7,KingTowsk,Leeroy Jenkins,187.73,1,bgreenblatt,120.98,W,False
2023,3,8,TylerWicks,Christian Mingle,170.53,5,kaufmannc,139.58,W,False
2023,3,9,brockhusk,Toss My Saleh’d,130.58,2,Erjohnson14,114.32,W,False
2023,3,10,cc5597,Bill Ninerkingz,158.23,3,MaxSirianni,185.52,L,False
2023,4,1,bgreenblatt,Taylor Park Boys,152.98,5,kaufmannc,126.35,W,False
2023,4,2,Erjohnson14,Johnson’s Lil Johnson,140.74,3,MaxSirianni,67.01,W,False
2023,4,3,MaxSirianni,I hate Joe Burrow,67.01,2,Erjohnson14,140.74,L,False
2023,4,4,jdrobny,B2B,162.54,7,KingTowsk,154.08,W,False
2023,4,5,kaufmannc,London Has Fallen,126.35,1,bgreenblatt,152.98,L,False
2023,4,6,JSanDusky69,Tua Girls One Kupp,124.09,9,brockhusk,138.89,L,False
2023,4,7,KingTowsk,Leeroy Jenkins,154.08,4,jdrobny,162.54,L,False
2023,4,8,TylerWicks,Christian Mingle,196.94,10,cc5597,128.59,W,False
2023,4,9,brockhusk,Toss My Saleh’d,138.89,6,JSanDusky69,124.09,W,False
2023,4,10,cc5597,Bill Ninerkingz,128.59,8,TylerWicks,196.94,L,False
2023,5,1,bgreenblatt,Taylor Park Boys,134.84,3,MaxSirianni,189.74,L,False
2023,5,2,Erjohnson14,Johnson’s Lil Johnson,119.39,7,KingTowsk,147.47,L,False
2023,5,3,MaxSirianni,I hate Joe Burrow,189.74,1,bgreenblatt,134.84,W,False
2023,5,4,jdrobny,B2B,126.13,5,kaufmannc,121.44,W,False
2023,5,5,kaufmannc,London Has Fallen,121.44,4,jdrobny,126.13,L,False
2023,5,6,JSanDusky69,Tua Girls One Kupp,186.65,8,TylerWicks,119.39,W,False
2023,5,7,KingTowsk,Leeroy Jenkins,147.47,2,Erjohnson14,119.39,W,False
2023,5,8,TylerWicks,Christian Mingle,119.39,6,JSanDusky69,186.65,L,False
2023,5,9,brockhusk,Toss My Saleh’d,114.08,10,cc5597,96.71,W,False
2023,5,10,cc5597,Bill Ninerkingz,96.71,9,brockhusk,114.08,L,False
2023,6,1,bgreenblatt,Taylor Park Boys,120.32,9,brockhusk,164.59,L,False
2023,6,2,Erjohnson14,Johnson’s Lil Johnson,127.68,10,cc5597,87.74,W,False
2023,6,3,MaxSirianni,I hate Joe Burrow,108.16,6,JSanDusky69,131.82,L,False
2023,6,4,jdrobny,B2B,150.45,8,TylerWicks,123.41,W,False
2023,6,5,kaufmannc,London Has Fallen,106.05,7,KingTowsk,147.0,L,False
2023,6,6,JSanDusky69,Tua Girls One Kupp,131.82,3,MaxSirianni,108.16,W,False
2023,6,7,KingTowsk,Leeroy Jenkins,147.0,5,kaufmannc,106.05,W,False
2023,6,8,TylerWicks,Christian Mingle,123.41,4,jdrobny,150.45,L,False
2023,6,9,brockhusk,Toss My Saleh’d,164.59,1,bgreenblatt,120.32,W,False
2023,6,10,cc5597,Bill Ninerkingz,87.74,2,Erjohnson14,127.68,L,False
2023,7,1,bgreenblatt,Taylor Park Boys,134.52,10,cc5597,130.8,W,False
2023,7,2,Erjohnson14,Johnson’s Lil Johnson,131.17,6,JSanDusky69,103.38,W,False
